Unnamed: 0,statement,label,city,country,correct_country,twoshot_prompt
54,The city of Niigata is not in Japan.,0,Niigata,Japan,Japan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Niigata is not in Japan. This statement is:"
55,The city of Niigata is not in Yemen.,1,Niigata,Yemen,Japan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Niigata is not in Yemen. This statement is:"
56,The city of Marrakesh is not in Morocco.,0,Marrakesh,Morocco,Morocco,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Marrakesh is not in Morocco. This statement is:"
57,The city of Marrakesh is not in Malaysia.,1,Marrakesh,Malaysia,Morocco,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Marrakesh is not in Malaysia. This statement is:"
58,The city of Makati City is not in the Philippines.,0,Makati City,the Philippines,the Philippines,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Makati City is not in the Philippines. This statement is:"
59,The city of Makati City is not in India.,1,Makati City,India,the Philippines,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Makati City is not in India. This statement is:"
60,The city of Tirunelveli is not in India.,0,Tirunelveli,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Tirunelveli is not in India. This statement is:"
61,The city of Tirunelveli is not in China.,1,Tirunelveli,China,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Tirunelveli is not in China. This statement is:"
62,The city of Thane is not in India.,0,Thane,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Thane is not in India. This statement is:"
63,The city of Thane is not in China.,1,Thane,China,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Thane is not in China. This statement is:"
64,The city of Solapur is not in India.,0,Solapur,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Solapur is not in India. This statement is:"
65,The city of Solapur is not in the United States.,1,Solapur,the United States,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Solapur is not in the United States. This statement is:"
66,The city of Najafgarh is not in India.,0,Najafgarh,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Najafgarh is not in India. This statement is:"
67,The city of Najafgarh is not in Brazil.,1,Najafgarh,Brazil,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Najafgarh is not in Brazil. This statement is:"
68,The city of Borivli is not in India.,0,Borivli,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Borivli is not in India. This statement is:"
69,The city of Borivli is not in Ukraine.,1,Borivli,Ukraine,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Borivli is not in Ukraine. This statement is:"
70,The city of Zhabei is not in China.,0,Zhabei,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Zhabei is not in China. This statement is:"
71,The city of Zhabei is not in Afghanistan.,1,Zhabei,Afghanistan,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Zhabei is not in Afghanistan. This statement is:"
72,The city of Liaocheng is not in China.,0,Liaocheng,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Liaocheng is not in China. This statement is:"
73,The city of Liaocheng is not in South Korea.,1,Liaocheng,South Korea,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Liaocheng is not in South Korea. This statement is:"
74,The city of Jiaozhou is not in China.,0,Jiaozhou,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Jiaozhou is not in China. This statement is:"
75,The city of Jiaozhou is not in Latvia.,1,Jiaozhou,Latvia,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Jiaozhou is not in Latvia. This statement is:"
76,The city of Guilin is not in China.,0,Guilin,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Guilin is not in China. This statement is:"
77,The city of Guilin is not in the Dominican Republic.,1,Guilin,the Dominican Republic,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Guilin is not in the Dominican Republic. This statement is:"
78,The city of Chaozhou is not in China.,0,Chaozhou,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Chaozhou is not in China. This statement is:"
79,The city of Chaozhou is not in South Korea.,1,Chaozhou,South Korea,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Chaozhou is not in South Korea. This statement is:"
80,The city of Panzhihua is not in China.,0,Panzhihua,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Panzhihua is not in China. This statement is:"
81,The city of Panzhihua is not in Iran.,1,Panzhihua,Iran,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Panzhihua is not in Iran. This statement is:"
82,The city of Bucaramanga is not in Colombia.,0,Bucaramanga,Colombia,Colombia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bucaramanga is not in Colombia. This statement is:"
83,The city of Bucaramanga is not in Brazil.,1,Bucaramanga,Brazil,Colombia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bucaramanga is not in Brazil. This statement is:"
84,The city of Niamey is not in Niger.,0,Niamey,Niger,Niger,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Niamey is not in Niger. This statement is:"
85,The city of Niamey is not in China.,1,Niamey,China,Niger,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Niamey is not in China. This statement is:"
